brand,model,product_name,price,rating,shipping,url,3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Mac Edition ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Shader Clock ,Slot Width ,Stream Processors ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers,Length (mm),Height (mm)
PNY,GTX 1080,PNY XLR8 GeForce GTX 1080 Ti DirectX 12 VCGGTX1080T11XGPB-OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 SLI Support Video Card,"$1,029.00 –",4.0,,https://www.newegg.com/pny-geforce-gtx-1080-ti-vcggtx1080t11xgpb-oc/p/N82E16814133652?Description=GTX,NONE,1645 MHz,PNY,3584,"12.36"" x 4.96""",NVIDIA,Triple Fans,1531 MHz,NONE,18-Dec-18,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,11 Gbps,Simultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320 @ 60HzDisplay Connectors- 3 x DP 1.4- HDMI 2.0b,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,314 mm,7680 x 4320,352-Bit,11GB,GDDR5X,VCGGTX1080T11XGPB-OC,Yes,OpenGL 4.5,NONE,NONE,NONE,1 x 6-Pin1 x 8-Pin,NONE,SLI Ready,XLR8,NONE,Dual Slot,NONE,"TDP: 250WPCI Express-compliant motherboard with one dual-width x16 graphics slotMinimum 600W or greater system power supply300MB of available hard-disk space8GB system memory (16GB or higher recommended)Windows 7-10, Linux, FreeBSDx86Internet connection",250W,Yes,-4,313.944,125.984
PNY,GTX 1080,PNY GeForce GTX 1080 Ti Graphic Card - 1.58 GHz Boost Clock - 11 GB GDDR5X - PCI Express 3.0 x16 - Dual Slot Space Required - VCGGTX1080T11PB-CG,"$1,029.00 –",4.0,,https://www.newegg.com/pny-gtx-1080-ti-vcggtx1080t11pb-cg/p/N82E16814133653?Description=GTX,NONE,NONE,PNY,NONE,NONE,NVIDIA,Single Fan,NONE,NONE,8-Jan-19,DirectX 12OpenGL 4.5Vulkan,3,NONE,NONE,NONE,DisplayPort:Yes,Plug-in Card,GTX 1080 Ti,NONE,NONE,1 x HDMI,PCI Express 3.0 x16,NONE,NONE,NONE,352 bit,11 GB,GDDR5X,VCGGTX1080T11PB-CG,NONE,DirectX 12OpenGL 4.5Vulkan,NONE,NONE,GeForce GTX 1080 Ti Blower Edition Graphics Card Quick Installation Guide 1 x PCIe 8-pin Power Adapter DisplayPort to DVI Adapter,NONE,NONE,SLI Ready,NONE,NONE,NONE,NONE,NONE,NONE,NONE,-3,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 CLASSIFIED GAMING ACX 3.0, 08G-P4-6386-KR, 8GB GDDR5X, RGB LED, 10 CM Fan, 14 Power Phases, Double BIOS, DX12 OSD Support (PXOC)",$799.00 –,3.0,,https://www.newegg.com/evga-geforce-gtx-1080-classified-gaming-acx-3-0-08g-p4-6386-kr/p/N82E16814487286?Description=GTX,NONE,1860 MHz,EVGA,2560,"10.50"" x 5.94""",NVIDIA,Dual Fan ACX 3.0 Cooler,1721 MHz,1 x Dual Link DVI-D,8-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,"""Built on Pascal - The EVGA GeForce GTX 1080 CLASSIFIED features the most advanced GPU architecture ever made, designed to be the engine of next generation gaming.Quiet Cooling - The ACX 3.0 cooler is designed to bring down the temps and keep noise in check all while lowering power consumption unlocking more power for the GPU. This version for the CLASSIFIED is equipped with larger 10 CM fans.VR Ready - The door to virtual reality gaming is now open.  Along with it, support for all the latest technologies: NVIDIA Ansel, NVIDIA SMP, GPU Boost 3.0, DirectX 12 and Vulcan API.Support that Never Rests - EVGAs Free 24/7 US-based technical support is there for you when you need it.""",NONE,EVGA GeForce GTX 1080 CLASSIFIED GAMING ACX 3.0,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,NONE,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-6386-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,2 x 8-Pin,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,Minimum of a 500W power supply.Two (2) available 8-pin PCI-E power connectors,180W,Yes,-2,266.7,150.876
PNY,GTX 1080,PNY GeForce GTX 1080 Ti DirectX 12 VCGGTX1080T11PB-CG2 11GB 352-Bit GDDR5X PCI Express 3.0 x16 Blower Edition Video Card,"$1,029.00 –",2.0,,https://www.newegg.com/pny-geforce-gtx-1080-ti-vcggtx1080t11pb-cg2/p/N82E16814133651?Description=GTX,NONE,1582 MHz,PNY,3584,"10.51"" x 4.41""",NVIDIA,Single Fan,NONE,NONE,9-Nov-18,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,NONE,"""The GeForce GTX 1080 Ti is NVIDIAs new flagship gaming GPU, based on the NVIDIA Pascal architecture. The latest addition to the ultimate gaming platform, this card is packed with extreme gaming horsepower, next-gen 11 GbpsGDDR5X memory, and a massive 11 GB frame buffer. #GameReadyDiscover unrivaled gaming, powered by NVIDIA Pascal - the worlds most advanced GPU architecture. GeForce GTX 1080 Ti features massive gaming horsepower with 3584 NVIDIA  CUDA cores and 12 billion transistors. This means you can count on up to 3X the performance of previous-generation graphics cards, plus breakthrough gaming technologies and VR experiences.""",NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,267 mm,7680 x 4320,352-Bit,11GB,GDDR5X,VCGGTX1080T11PB-CG2,Yes,OpenGL 4.5,NONE,NONE,NONE,"1 x 6-pin, 1 x 8-pin",NONE,NONE,NONE,NONE,Dual Slot,NONE,Power: 250W,250W,NONE,-10,266.954,112.014
PNY,GTX 1080,PNY XLR8 GeForce GTX 1080 Ti DirectX 12 VCGGTX1080T11PB-OC2 11GB 352-Bit GDDR5X PCI Express 3.0 x16 SLI Support Video Card,"$1,029.00 –",3.0,,https://www.newegg.com/pny-geforce-gtx-1080-ti-vcggtx1080t11pb-oc2/p/N82E16814133738?Description=GTX,NONE,1620 MHz,PNY,3584,"10.51"" x 4.41""",NVIDIA,Single Fan,1506 MHz,NONE,9-Nov-18,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,11 Gbps,Simultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680x4320@60Hz*Display Connectors(3x) DP 1.4(1x) HDMI 2.0b*7680x4320 @60Hz RGB 8-bit with dual DisplayPort connectors or 7680x4320 @60Hz YUV420 8-bit with DisplayPort 1.3 connector.,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,267 mm,7680 x 4320,352-Bit,11GB,GDDR5X,VCGGTX1080T11PB-OC2,Yes,NONE,NONE,NONE,GeForce GTX 1080 Ti Gaming Overclocked Blower Edition Graphics CardQuick Installation GuideOne PCIe 8-pin power adapterDisplayPort to DVI Adapter,6-Pin / 8-Pin,NONE,SLI HB Bridge Supported,XLR8,NONE,Dual Slot,NONE,"TDP: 250WPCI Express-compliant motherboard with one dual-width x16 graphics slotOne 6-pin, One 8-pin PCI Express supplementary power connectorsMinimum 600W or greater system power supply*300MB of available hard-disk space8GB system memory (16GB or higher recommended)Windows 7-10, Linux, FreeBSDx86Internet connection***Recommendation is made based on PC configured with an Intel Core i7 3.2 GHz processor. Pre-built system may require less power depending on system configuration.**Graphics Card driver is not included in the box; GeForce Experience will download the latest GeForce driver from the Internet after install.",250W,Yes,-1,266.954,112.014
GIGABYTE,GTX 1080,Gigabyte GeForce GTX 1080 Ti Gaming 11GB PCI-E x16 3.0 GDDR5X Graphics Card (GV-N108TGAMING-11GD),"$1,029.00 –",,,https://www.newegg.com/p/1FT-000A-00022?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,30-Nov-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,GTX 1080,ASUS ROG STRIX GeForce GTX 1080 Ti 11GB GDDR5X PCI-E 3.0 Graphics Card,"$1,125.00 –",,,https://www.newegg.com/p/1FT-000Y-000U0?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,5-Nov-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
AORUS,GTX 1080,Gigabyte AORUS GeForce GTX 1080 Ti Xtreme Edition 11GB Graphic Cards GV-N108TAORUS X-11GD,"$1,050.00 –",,,https://www.newegg.com/p/1B4-080Z-00001?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,18-Feb-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
NVIDIA,GTX 1080,Nvidia GEFORCE GTX 1080 Ti - FE Founder's Edition,"$1,099.00 (1 Offers)–",,,https://www.newegg.com/p/1FT-0004-001S4?Description=GTX,NONE,1582 MHz,NVIDIA,3584,NONE,NVIDIA,NONE,NONE,NONE,26-Oct-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,11GB,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Nvidia GTX1080 Ti Founders Edition card,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,GTX 1080,ROG ROG-STRIX-GTX1080TI-O11G-GAMING GeForce GTX 1080 Ti Graphic Card - 1.59 GHz Core - 1.71 GHz Boost Clock - 11 GB GDDR5X - Triple Slot Space Required,"$1,050.00 (1 Offers)–",,,https://www.newegg.com/p/1FT-000Y-001A2?Description=GTX,NONE,1.71 GHz,ROG,NONE,NONE,NVIDIA,NONE,1.59 GHz,Yes,9-Nov-18,NONE,Yes,NONE,NONE,NONE,NONE,Plug-in Card,GTX 1080 Ti,NONE,NONE,Yes,NONE,NONE,NONE,NONE,352-Bit,11GB,GDDR5X,NONE,NONE,OpenGL,NONE,ROG-STRIX-GTX1080TI-O11G-GAMING,NONE,NONE,NONE,NONE,GTX 10,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 FTW HYBRID GAMING 8GB, 08G-P4-6288-KR, GDDR5X, RGB LED, All-In-One Watercooling with 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC) Video Graphics Card",$799.00 –,,,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6288-kr/p/1FT-001K-002S5?Description=GTX,NONE,1860 MHz,EVGA,2560,"10.50"" x 5.06""",NVIDIA,Hybrid Cooler,1721 MHz,1 x Dual-Link DVI-D,22-Feb-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,NONE,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-6288-KR,4,OpenGL 4.6,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,Two available 8-pin or 6+2pin PCI-E power dongles,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,Minimum of a 500-Watt power supply Two available 8-pin or 6+2-pin PCI-E power dongles Total Power Draw: 215 Watts,180W,Yes,0 reviews,266.7,128.524
PNY,GTX 1080,PNY GeForce GTX 1080 Ti 11GB Blower Design (VCGGTX1080T11PB-CG2) Graphic Cards,"$1,029.00 –",,,https://www.newegg.com/p/1B4-00JY-001E5?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21-Feb-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ZOTAC,GTX 1080,"ZOTAC GeForce GTX 1080 Mini 8GB GDDR5X VR Ready Gaming Graphic Card, DisplayPort 1.4, 1x HDMI 2.0, Dual-link DVI (ZT-P10800H-10P)",$799.00 –,,,https://www.newegg.com/p/1HU-0102-00001?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,9-Jan-19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
NVIDIA,GTX 1080,Dell XHY8P NVIDIA GeForce GTX 1080 8GB GDDR5X Video Graphics Card,$799.00 –,,,https://www.newegg.com/p/1FT-0004-005K5?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21-Nov-19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
PNY,GTX 1080,PNY XLR8 GeForce GTX 1080 Ti Gaming Overclocked Blower Design Graphic Cards (VCGGTX1080T11PB-OC2),"$1,029.00 (1 Offers)–",,,https://www.newegg.com/p/1B4-00JY-001R9?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21-Feb-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,EVGA - NVIDIA GeForce GTX 1080 8GB GDDR5X PCI Express 3.0 Graphics Card - Black/silver,$799.00 –,,,https://www.newegg.com/p/1FT-001K-00293?Description=GTX,NONE,NONE,EVGA,2560,NONE,NVIDIA,NONE,NONE,NONE,5-Nov-18,DirectX 12,3 x DisplayPort,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,PCI Express 3.0,NONE,NONE,NONE,256-Bit,8GB,GDDR5,NONE,Yes,OpenGL 4.5,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Dual Slot,NONE,NONE,NONE,Yes,0 reviews,0.0,0.0
ZOTAC,GTX 1080,Zotac Video CardZT-P10800D-10B GTX 1080 8GB GDDR5 256B 3xDisplayPort/HDMI/DL-DVI Bulk Pack,$859.00 –,,,https://www.newegg.com/p/1B4-0142-00012?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,18-Jul-19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
PNY,GTX 1080,PNY GeForce GTX 1080 Ti 11GB PCI-E x16 3.0 GDDR5X Graphics Card (GF108IGTXCR11EPB),"$1,099.00 –",,,https://www.newegg.com/p/1FT-000P-00154?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,30-Oct-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,GTX 1080,ASUS Tubro GeForce GTX 1080 Ti 11GB GDDR5X PCI-E 3.0 Graphics Card,"$1,029.00 –",,,https://www.newegg.com/p/1FT-000Y-000V1?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,9-Nov-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ZOTAC,GTX 1080,Zotac Video Card ZT-P10810B-10B GeForce GTX 1080 Ti Blower 11GB GDDR5X 352Bit PCI Express 3xDisplayPort 1.4 /HDMI 2.0b Bulk Pack,"$1,120.00 –",,,https://www.newegg.com/p/30U-005Z-00001?Description=GTX,NONE,NONE,ZT-P10810B-10B,NONE,NONE,NONE,NONE,NONE,NONE,27-Dec-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti FTW3 HYBRID GAMING, 11GB GDDR5X, HYBRID & RGB LED, iCX Technology - 9 Thermal Sensors Graphics Card 11G-P4-6698-KR","$1,095.00 –",,,https://www.newegg.com/p/1B4-012V-001N7?Description=GTX,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4-Mar-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
PNY,GTX 1080,PNY NVIDIA GeForce GTX 1080 8GB XLR8 Gaming Overclocked Graphics Card (VCGGTX10808XGPB-OC),$799.00 –,,,https://www.newegg.com/pny-geforce-gtx-1080-vcggtx10808xgpb-oc/p/1FT-000P-002D1?Description=GTX,NONE,1848 MHz,PNY,2560,NONE,NVIDIA,Triple Fans,1708 MHz,NONE,11-Mar-19,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,NONE,Factory Overclocked  PNY Silent XLR8 Triple Cooler  Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel Support  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 Support  Vulkan API Support  Open GL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320 @ 60Hz* 3 x DisplayPort 1.4 HDMI 2.0b DL-DVI * 7680x4320 @ 60Hz RGB8-bit with dual DisplayPort connectors or 7680x4320 @ 60Hz YUV420 8-bit with DisplayPort 1.3 connector.,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,NONE,7680 x 4320,256-Bit,8GB,GDDR5X,VCGGTX10808XGPB-OC,NONE,OpenGL 4.5,NONE,NONE,NONE,NONE,NONE,SLI HB Bridge Supported,GeForce GTX 1080,NONE,NONE,NONE,NONE,180W,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti SC Black Edition GAMING, 11G-P4-6393-KR, 11GB GDDR5X, iCX Cooler & LED","$1,029.00 –",,,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6393-kr/p/1FT-001K-00388?Description=GTX,NONE,1670 MHz,EVGA,3584,NONE,NVIDIA,Double Fans,1556 MHz,1 x Dual-Link DVI-D,7-Dec-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,11000 MHz,"Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  iCX Cooling  New vented heatsink fin design and pin fins for optimized airflow  Redesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipation",NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,NONE,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6393-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,1 x 6-Pin 1 x 8-Pin,NONE,2-Way SLI,NONE,NONE,NONE,NONE,"600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",250W,Yes,0 reviews,0.0,0.0
ASUS,GTX 1080,Asus TURBO-GTX1080TI-11G GeForce GTX 1080 Ti Graphic Card - 1.48 GHz Core - 1.58 GHz Boost Clock - 11 GB GDDR5X - Dual Slot Space Required,"$1,029.00 –",,,https://www.newegg.com/p/1FT-000Y-001A1?Description=GTX,NONE,1.58 GHz,ASUS,NONE,NONE,NVIDIA,NONE,1.48 GHz,NONE,9-Nov-18,NONE,Yes,NONE,NONE,NONE,NONE,Plug-in Card,GTX 1080 Ti,NONE,NONE,Yes,NONE,NONE,NONE,NONE,352-Bit,11GB,GDDR5X,NONE,NONE,OpenGL,NONE,TURBO-GTX1080TI-11G,NONE,NONE,NONE,NONE,GTX 10,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti GAMING, 11GB GDDR5X, DX12 OSD Support (PXOC) Graphics Card","$1,029.00 –",,,https://www.newegg.com/p/1FT-001K-00351?Description=GTX,NONE,NONE,EVGA,NONE,NONE,NVIDIA,NONE,NONE,NONE,26-Dec-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,11GB,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,GTX 1080,Asus NVIDIA ROG Strix GeForce GTX 1080 TI Gaming 11GB GDDR5X DVI 2HDMI 2DisplayPort PCI Express Video Card,"$1,050.00 –",,,https://www.newegg.com/p/1FT-000Y-001N1?Description=GTX,NONE,1632 MHz,ASUS,NONE,NONE,NONE,Triple Fans,NONE,NONE,9-Nov-18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,11GB,NONE,NONE,NONE,NONE,NONE,ROG-STRIX-GTX1080TI-11G-GAMING,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,GTX 1080,EVGA GeForce GTX 1080 DirectX 12 08G-P4-5180-KR 8GB 256-Bit GDDR5X PCI Express 3.0 SLI Support GAMING Video Graphics Card,$890.00 (1 Offers)–,,,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-5180-kr/p/1FT-001K-00255?Description=GTX,NONE,NONE,EVGA,2560,"10.50"" x 4.38""",NVIDIA,Double Fans,1607 MHz,1 x Dual-Link DVI-D,24-Jun-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,"Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC",NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-5180-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1080 Blower,NONE,8-Pin,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,"500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",180W,Yes,0 reviews,266.7,111.25200000000001
EVGA,GTX 1080,EVGA GeForce GTX 1080 DirectX 12 08G-P4-6286-KR 8GB 256-Bit GDDR5X PCI Express 3.0 Graphics Card,$799.00 –,,,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6286-kr/p/N82E16814487300?Description=GTX,NONE,1860 MHz,EVGA,2560,"10.50"" x 5.06""",NVIDIA,Double Fans,1721 MHz,1 x Dual-Link DVI-D,5-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,"EVGA Double BIOSSimultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCEVGA ACX 3.0 Cooling10 Phase Power DesignAdjustable RGB LED",NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,NONE,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-6286-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,8-Pin,NONE,NONE,NONE,NONE,Dual Slot,NONE,Minimum of a 500 Watt power supply.Two available 8-pin or 6+2pin PCI-E power donglesTotal Power Draw: 215 Watts,180W,Yes,0 reviews,266.7,128.524
